id,artist,title,release_date,popularity,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7ycFNferNuk6wAjBa0vWvl,The Diamonds,Little Darlin',1996-08-20,54,50,0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851
3KSchPNSklO5McIqRH3qYX,Muddy Waters,I'm Your Hoochie Coochie Man,1977,54,50,0.542,0.588,2,-9.268,1,0.0665,0.67,0.158,0.241,0.881,113.948
1N131UBLlYAUJNVpHOfEc1,The Monotones,The Book of Love,2006-01-24,52,50,0.428,0.594,10,-12.716,1,0.379,0.734,0.0,0.567,0.556,198.67
4uxsv9PjV3Yeyn51RdWvGJ,Johnny Mathis,Misty,1959-08-10,54,50,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098
4qdF7iTMOWPLZrH7s6yfZk,Perry Como,Papa Loves Mambo,1975-01-01,54,50,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075
7vAw4LLIms6X8ZHcbtoazz,Dion & The Belmonts,I Wonder Why,1959-01-01,52,50,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463
5wbZ3sbWf4PppzZiRxkxou,Little Richard,Ready Teddy,1957-03,46,50,0.532,0.678,5,-5.59,1,0.19,0.673,0.0,0.103,0.971,205.973
0x0ffSAP6PkdoDgHOfroof,Frank Sinatra,My Funny Valentine - Remastered,1954-01-01,52,50,0.257,0.125,11,-14.267,0,0.0332,0.891,0.0,0.108,0.245,84.93
4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,Rockin' Robin,1958-01-01,61,50,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992
0F76EzCOmno4KJviO7iGNq,Hank Williams,"Hey, Good Lookin'",1998-09-22,58,50,0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,0.913,141.167
2oF7FZHIJbzjeEXZ3D0Ku4,The Beach Boys,Good Vibrations - Remastered 2001,2006-01-01,62,60,0.403,0.495,10,-6.888,0,0.0312,0.387,8.03e-06,0.147,0.38,132.912
45yEy5WJywhJ3sDI28ajTm,The Beatles,Here Comes The Sun - Remastered,1969-09-26,0,60,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171
5FKkbyGm42hw1y08l2knlO,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,1971-12-20,61,60,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603
2g2GkH3vZHk4lWzBjgQ6nY,Sam Cooke,(What A) Wonderful World,2000-09-26,69,60,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518
3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,1967-09,79,60,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566
0FD8KMG4pHp0O9clTpChjp,Aretha Franklin,I Say a Little Prayer,2017-03-25,60,60,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03
2KQM3kDM0zMBC9iynePBbS,Ben E. King,Stand By Me,2016-11-25,60,60,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46
2H3ZUSE54pST4ubRd5FzFR,Marvin Gaye,Ain't No Mountain High Enough,1967-08-29,0,60,0.669,0.616,11,-10.776,0,0.033,0.482,0.0,0.179,0.818,130.037
0wz1LjDb9ZNEYwOmDJ3Q4b,The Beach Boys,Surfin' U.S.A. - Remastered 2001,1963-03-25,72,60,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231
4Y4Gd3ty8uut6Qw43c7yJc,Otis Redding,(Sittin' On) the Dock of the Bay,1968-02-23,61,60,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981
2SWBfqj1FrS8t8z56G55rP,Sonny & Cher,I Got You Babe,1991-11-05,59,60,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533
7uEcCGtM1FBBGIhPozhJjv,The Monkees,Daydream Believer,1968-04-22,68,60,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683
6DfAdJWkHIRUiYsuYoAfim,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",2005-01-01,0,60,0.703,0.563,0,-9.99,1,0.0294,0.374,0.0,0.0933,0.972,127.004
3SMQvRU807fzOwZGagys3n,Dusty Springfield,Son of a Preacher Man,2017-09-18,38,60,0.405,0.488,4,-10.784,1,0.0678,0.415,0.0,0.0753,0.806,181.624
6KDG8vvFerlCU63IXdw1zb,Elvis Presley,Suspicious Minds,2002-09-24,55,60,0.542,0.722,7,-5.065,1,0.0262,0.0516,1.18e-05,0.131,0.609,115.21
0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",1968-04-03,74,60,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033
3rGFsUgyH9GbbYJT4iwbhJ,Bee Gees,To Love Somebody,1967-07-14,0,60,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43
6iGU74CwXuT4XVepjc9Emf,The Beach Boys,God Only Knows - Remastered 1997 / Mono,1966-06-16,69,60,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072
65jrjEhWfAvysKfnojk1i0,The Drifters,Under the Boardwalk,1964-06-01,68,60,0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789
4TBBPZks71c60whhq0PgdP,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,2006,67,60,0.631,0.69,2,-6.676,1,0.0531,0.176,0.0,0.121,0.938,94.574
1OppEieGNdItZbE14gLBEv,The Supremes,You Can't Hurry Love,1966-08-25,73,60,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912
3G7tRC24Uh09Hmp1KZ7LQ2,The Monkees,I'm a Believer - 2006 Remaster,1967-01-09,73,60,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106
4Xl2PrS3DJqqSKXCo6Uhv9,Simon & Garfunkel,Homeward Bound,1966-10-10,63,60,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928
32k7kVzz4SpmI7Q5xI856l,Martha Reeves & The Vandellas,Dancing In The Street - Single Version,1998-01-01,0,60,0.561,0.883,11,-1.737,0,0.0367,0.0405,0.0305,0.112,0.749,126.203
5GMw6X6BbCDGO9gApQYRSa,The Righteous Brothers,You've Lost That Lovin' Feelin',1990,57,60,0.366,0.317,1,-13.976,1,0.027,0.541,0.0,0.0865,0.398,94.108
1Yp16rwCxTScYhK5ThYUZR,Harry Nilsson,"Everybody's Talkin' - From ""Midnight Cowboy""",1968,0,60,0.402,0.493,4,-9.99,1,0.0357,0.235,3.05e-05,0.229,0.692,124.103
4kP69y3GKHi9tXckfgp4bK,Stevie Wonder,For Once In My Life,1968-12-01,71,60,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121
6ZSTinOwx5dKFYc6iYyGDn,"Peter, Paul and Mary",Leaving on a Jet Plane,1967-10-31,60,60,0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45
0g6UcrVsACnRJyTGX6uSHu,The Spencer Davis Group,Gimme Some Lovin' - Single Mix,1991-01-01,0,60,0.493,0.688,7,-8.143,1,0.0321,0.0126,0.256,0.38,0.533,147.403
48i055G1OT5KxGGftwFxWy,Roy Orbison,"Oh, Pretty Woman",1962,72,60,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433
1tqT6DhmsrtQgyCKUwotiw,Marvin Gaye,I Heard It Through The Grapevine,1968-08-26,71,60,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287
6mv76kovZyVB0UHbqUsee0,Creedence Clearwater Revival,Proud Mary,1969-01-05,0,60,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745
0FlITClPKfKqQxVHzFD3iF,Dusty Springfield,I Only Want To Be With You,2011-01-01,0,60,0.582,0.818,7,-4.281,1,0.0332,0.236,0.0,0.253,0.954,132.946
6yz8hKpO3s2byra8Et3w9x,The Supremes,Where Did Our Love Go - Stereo Version,1964-08-31,0,60,0.562,0.54,0,-7.875,1,0.0365,0.803,3.86e-06,0.106,0.793,134.676
2CQRYn5cTD2B9a1ONjhTN2,The Beach Boys,Wouldn't It Be Nice - Mono / Remastered,1966-06-16,54,60,0.396,0.686,5,-5.607,1,0.0341,0.725,1.04e-06,0.17,0.717,124.318
391TUcoPonqYykPkSZ5Z9U,The Drifters,Save the Last Dance for Me,2005-02-08,58,60,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453
077PiyK3YgRlnlwhtAUBp7,The Mamas & The Papas,California Dreamin' - Single Version,2005,0,60,0.557,0.698,1,-7.471,0,0.039,0.472,0.0,0.057,0.677,112.479
4ZVZBc5xvMyV3WzWktn8i7,Sly & The Family Stone,Everyday People,1969-05-03,64,60,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524
4NRQwaks9r58tTDvr4iEyv,Wilson Pickett,In the Midnight Hour,1965,62,60,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919
1GLmaPfulP0BrfijohQpN5,The Beach Boys,Don't Worry Baby - Remastered 2001,1964-03-02,64,60,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242
1Dg4dFJr3HW7sbA7vPejre,The Beatles,Eight Days A Week - Remastered 2009,1964-12-04,63,60,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134
6ys9oyFvw7FXbs5UMZ7I7s,Sam Cooke,Twistin' the Night Away,2000-09-26,49,60,0.581,0.696,9,-8.75,1,0.108,0.673,0.0,0.322,0.932,160.891
44BmNSqH9uZV5OfIjGcER3,Ike & Tina Turner,River Deep - Mountain High,1966-01-01,58,60,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037
4uYwlMp841PLJmj1gJJwIq,Bob Dylan,"Lay, Lady, Lay",1969-04-09,62,60,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746
76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,The Boxer,1970-01-26,69,60,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017
4z7TuXkZm79m9vkPklnuqu,The 5th Dimension,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],2011-03-15,46,60,0.312,0.555,7,-10.05,1,0.0377,0.47,1.43e-06,0.084,0.491,118.235
0sDqo9UPzPUtu9wEkI3zRB,The Band,The Weight - Remastered,1968-07-01,0,60,0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942
7cNRqg0lbiqBaGeOlA4AEU,The Drifters,Up on the Roof,1964-06-01,56,60,0.693,0.29,8,-17.501,1,0.0334,0.708,1.49e-05,0.137,0.92,121.795
5Sz09kaSzvpTC8lgm5W8Mt,Wilson Pickett,Mustang Sally,2005-02-08,60,60,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438
1DKyFVzIh1oa1fFnEmTkIl,Them,Gloria (feat. Van Morrison) - Stereo Version,2015-12-04,61,60,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118
6jWkZvd1URGktyTTwcpPpB,The Temptations,My Girl,1965-01-01,1,60,0.579,0.419,0,-10.72,1,0.0346,0.625,0.0,0.0981,0.673,104.564
6VqVieqjDEwS3mByMq4OzB,Sam Cooke,Cupid,2003-06-17,54,60,0.474,0.478,7,-8.951,1,0.0343,0.484,0.0,0.0833,0.831,120.326
5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1965-12-06,66,60,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532
6MTd61g9zq6CB1FnJydjEb,The Archies,Sugar Sugar,1969-11-14,64,60,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439
46PzYzseHf3mSdkTMd8sgC,The Mamas & The Papas,"Monday, Monday - Single Version",1966-03,38,60,0.493,0.467,1,-11.183,1,0.0289,0.757,0.0,0.388,0.731,110.553
2Rp4qTPWa91ctCSq0pu3zv,Love Affair,Everlasting Love,2012-03-23,47,60,0.499,0.595,4,-10.028,1,0.0384,0.258,0.0,0.487,0.813,120.521
0hgWgToJgb7O1tT12YWRCz,Petula Clark,Downtown,2006-03-04,0,60,0.495,0.629,4,-6.817,1,0.0431,0.695,0.0,0.164,0.545,118.515
5BFWQXNGPYadZxNKxY1UfU,Tom Jones,Green Green Grass Of Home,1967-03-01,61,60,0.543,0.41,8,-13.253,1,0.0268,0.157,0.0,0.0996,0.817,95.363
7FXuCkl1kfxwS5icDjTwbM,Otis Redding,Hard to Handle,2018-05-18,62,60,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552
3k63RLvRgkgPGx0keOH3P6,Stone Poneys,Different Drum,1967-06-05,56,60,0.46,0.389,0,-11.603,1,0.031,0.349,0.0,0.0533,0.606,123.213
2HCaIYjkvWSZzaSKUoOh3d,The Byrds,Mr. Tambourine Man,1965-06-21,62,60,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336
20OFwXhEXf12DzwXmaV7fj,Creedence Clearwater Revival,Bad Moon Rising,1969-08-03,77,60,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946
20wbR4HxNaR4gWjMLQvUp2,The Monkees,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,1966-10-10,48,60,0.239,0.618,0,-8.464,1,0.033,0.0305,0.0,0.721,0.683,197.499
5z8DiKSG4EwxmO6gUi12rZ,Sam Cooke,Another Saturday Night,1964-03-01,57,60,0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094
0tURbnatc9qCxlYpXuPK8I,Stevie Wonder,A Place In The Sun,1966-11-01,52,60,0.561,0.447,1,-11.389,1,0.0544,0.279,0.0,0.319,0.729,117.784
7s25THrKz86DM225dOYwnr,Aretha Franklin,Respect,1967-03-10,72,60,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95
3IKyTBHZSgCx2v1ZX8v0TZ,Fleetwood Mac,Albatross - 2018 Remaster,1969-08-15,0,60,0.321,0.0631,6,-21.616,0,0.0351,0.833,0.83,0.141,0.264,135.605
67csrS6po7IyXfwds4azjr,Tom Jones,It's Not Unusual,1965-05-01,0,60,0.346,0.716,0,-10.001,1,0.0735,0.571,0.0,0.189,0.904,184.499
6V9VCm1zOY2lGR80RehJ9i,Glen Campbell,Wichita Lineman - Remastered 2001,1968,61,60,0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312
1mBPlknQe00PCd7R9g34ix,Bee Gees,Massachusetts (2008 Remastered LP Version),1969-06-01,0,60,0.484,0.538,7,-9.218,1,0.0296,0.00306,3.54e-05,0.0711,0.498,102.073
455HSLQfOn9vxG6UjzoTWw,The Isley Brothers,This Old Heart Of Mine (Is Weak For You),1966,0,60,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287
1uLwVWTOpMqNkBsjpR1WB8,Dusty Springfield,You Don't Have To Say You Love Me,2006-01-01,47,60,0.243,0.655,2,-4.597,0,0.0363,0.659,1.28e-06,0.0821,0.575,111.965
3RZMzCvYsmJ0u2ioKTOsmJ,The Rolling Stones,Honky Tonk Women - Mono Version,1971-12-20,63,60,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602
0gBFr7N2D1GfhkXIIepIGG,Lulu,To Sir with Love,1967-05-12,48,60,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142
79Yk6AlSKi5dxDFINID2hS,Diana Ross & The Supremes,Someday We'll Be Together,1969-11-03,54,60,0.678,0.535,1,-12.454,1,0.0329,0.14,2.17e-06,0.0596,0.795,107.041
1udKn1oNKYQSQ9OmiIWCMu,The Lovin' Spoonful,Do You Believe in Magic?,1965-11,67,60,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602
3NW1YMA8kfNVTzGJCGBS8m,Joni Mitchell,Both Sides Now,1969-05-01,56,60,0.623,0.156,6,-15.098,1,0.0308,0.912,0.0,0.141,0.329,97.235
6vcG9EgeqJUSmmF65lxUm6,The Chiffons,One Fine Day,2004-10-02,60,60,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13
4eGHlplaq1ME8oetnTuFFf,Sam & Dave,Soul Man,1967,64,60,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345
0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,Louie Louie,2006-01-31,64,60,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394
1YIWYzMq84I46LmgX1vpye,Dionne Warwick,Do You Know the Way to San Jose,1968,49,60,0.658,0.657,0,-7.792,1,0.0482,0.592,9.5e-06,0.08,0.888,157.269
3zpj9dvJABiyMrmLCPw6i8,Patsy Cline,Crazy - Single Version,1961-11-27,65,60,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796
7AzFID6u1b3zIWbd9pb8Dk,The Lovin' Spoonful,Summer in the City - Remastered,1966-11,64,60,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461
5uES1C2NgkdrNHiCwf9jRr,The Supremes,Baby Love,1964-08-31,67,60,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633
7cKeMrlyGpfOshlldqoILo,Fontella Bass,Rescue Me,2016-04-22,0,60,0.733,0.579,7,-8.442,1,0.033,0.573,2.11e-05,0.113,0.963,122.729
1hClDWPgajpLIFjLOkFuau,Little Eva,The Loco-Motion - Single Version,1963,47,60,0.636,0.893,3,-6.311,1,0.047,0.674,0.00143,0.176,0.887,129.664
7a3g7jILDCvADVN9NQIyYj,Herb Alpert & The Tijuana Brass,This Guy's In Love With You,1968-05-01,1,60,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768
3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,Like a Rolling Stone,1965-08-30,72,60,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263
3zA42VIIrkVc2OkgUENTa5,Four Tops,"Reach Out, I'll Be There",2005-01-01,0,60,0.619,0.472,3,-11.999,0,0.0296,0.293,0.0,0.168,0.777,119.569
0fYgtNCNCjFDeJWTIMukNU,Small Faces,Itchycoo Park,1999-01-01,39,60,0.603,0.596,9,-8.029,1,0.0728,0.395,2.31e-06,0.451,0.502,128.129
7oYTK1C0Clz6MZiETSpFTS,The Shirelles,Will You Love Me Tomorrow,1961,0,60,0.539,0.406,0,-6.225,1,0.0261,0.351,5.1e-06,0.161,0.376,135.923
4feXcsElKIVsGwkbnTHAfV,Frank Sinatra,Somethin' Stupid,1967-08,69,60,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356
6QyQmdvQ1ywNccYa0pwLNQ,Smokey Robinson & The Miracles,The Tracks Of My Tears,1965-11-01,63,60,0.502,0.333,7,-10.914,1,0.0264,0.699,0.0,0.222,0.729,96.982
0obIo2GEab6qqms6t3JaMY,Bruce Channel,Hey! Baby - Remastered,2017-12-12,61,60,0.515,0.623,9,-5.597,1,0.036,0.359,0.0,0.274,0.643,64.253
4FdDorlbJTVHcH3djLbIfn,Bobbie Gentry,Ode To Billie Joe,1967-08-21,56,60,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.695,120.142
11fNLqDB47gMKj7BHhR2Qr,The Everly Brothers,Wake up Little Susie,1964-08-01,62,60,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723
269rUyj7DapVabdn6Fuz2M,The Rolling Stones,Jumpin' Jack Flash,1969-09-12,0,60,0.569,0.896,3,-9.068,1,0.0634,0.0602,0.31,0.0723,0.711,137.292
6sPOmDulFtLzfX25zICNrC,The Foundations,Build Me Up Buttercup - Mono,1968-01-01,73,60,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609
3YJx77Xx8JSwEoxqrkQO5c,Eddie Floyd,Knock on Wood,1967,59,60,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164
19jo0UT2vqD4pNVfIqTy4R,Ike & Tina Turner,River Deep - Mountain High,2008-09-30,56,60,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113
5ZBeML7Lf3FMEVviTyvi8l,The Beatles,Twist And Shout - Remastered 2009,1963-03-22,73,60,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631
24AIahNHzBxm9S12peXbnG,Andy Williams,"Moon River (From ""Breakfast at Tiffany's"")",1962,63,60,0.281,0.212,6,-15.513,1,0.031,0.86,7.73e-05,0.119,0.195,95.555
6ImmlZj8ysK2jDnqqbKp60,Ricky Nelson,"Hello Mary Lou, Goodbye Heart - Remastered",1961-01-01,57,60,0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995
3aCbwWCYCT3MJjZeUnlcp4,Four Tops,Baby I Need Your Loving,1965-01-01,62,60,0.632,0.686,0,-6.116,0,0.0395,0.437,0.0,0.193,0.65,121.414
298jnAsgLcTRkRP5TKB7Mj,The Contours,Do You Love Me,2000-01-01,46,60,0.615,0.815,5,-7.128,1,0.0373,0.475,0.0,0.0964,0.765,150.733
68BTFws92cRztMS1oQ7Ewj,The Beatles,All You Need Is Love - Remastered 2009,1967-11-27,65,60,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436
0CmIALzGn4vHIHJG4n3Q4z,Etta James,At Last - Single Version,1960,0,60,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794
1WN4uNclrDuczTO3bCr8s1,The Ronettes,Be My Baby,1964-11-01,63,60,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639
6dfhF1BDGmhM69fnCb6wSC,Simon & Garfunkel,America,1968-04-03,63,60,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453
5K09WxKdlkroDyEVyOSySy,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1968-01-22,68,60,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89
1MMp1H2Kib2BCDtdL5nL63,Wilson Pickett,Hey Jude,1969,54,60,0.561,0.385,6,-15.33,1,0.0323,0.146,0.000496,0.171,0.664,81.599
4rS1hDNLOvY8knrYS8nySn,Chuck Berry,No Particular Place To Go - Stereo Remix,1986-01-01,42,60,0.574,0.542,7,-11.578,1,0.0657,0.212,0.000117,0.0645,0.977,129.646
0fonScmHUzC0MglSLn9saA,The Crystals,Da Doo Ron Ron (When He Walked Me Home),2011-02-22,55,60,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835
4GipxMgLhzh1cFW5U1HH6t,Dionne Warwick,What the World Needs Now Is Love,2016-11-25,50,60,0.574,0.364,11,-9.672,0,0.0365,0.915,9.98e-06,0.137,0.398,112.094
6i6vTovzDTGf6AQp96YwZK,The Kinks,Waterloo Sunset - Stereo Mix,1967-09-15,0,60,0.517,0.692,1,-7.273,0,0.0246,0.253,0.0,0.172,0.476,107.958
7Bvap2GAW2DAyZ7EVUJpMO,Jimmy Ruffin,What Becomes Of The Brokenhearted,1989-01-01,0,60,0.715,0.423,7,-12.663,0,0.0306,0.62,0.0,0.568,0.596,98.623
7xcFTtcCiyRvqLLq8s61WF,Chuck Berry,You Never Can Tell,2009-01-01,0,60,0.605,0.837,7,-10.059,1,0.114,0.754,4.11e-05,0.3,0.93,157.225
4Dq749x2QP6OXTURJ9GGY8,Smokey Robinson & The Miracles,The Tears Of A Clown,1967-08-29,58,60,0.593,0.607,1,-9.886,1,0.0283,0.147,0.0,0.128,0.953,128.365
7gEpTMp9MQc1uJwivtL37R,Manfred Mann,Do Wah Diddy Diddy,1964,56,60,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445
6krYiEjgGJaMJMTjW7OJ7L,The Young Rascals,Groovin',2017-08-10,43,60,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825
27bw4i8LnECzVlbMZ4kFHw,The Everly Brothers,Cathy's Clown - 2007 Remaster,1960-10,52,60,0.507,0.561,7,-10.472,1,0.0353,0.548,0.0,0.59,0.89,120.042
2oZmMp5M6L0Rh7G84Um2tF,Aretha Franklin,Chain of Fools,1968-01-22,61,60,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643
5yfrc6CGOXxDWx3nGUDcNj,The Supremes,Stop! In The Name Of Love,1965-07-23,0,60,0.628,0.593,0,-7.515,1,0.0279,0.508,0.0,0.104,0.488,114.944
3zO43dKEXybDrwWyGmkSLx,Marvin Gaye,It Takes Two,1966-08-25,0,60,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4
2VGv9RV5POeCU3UlehM2sX,The Troggs,Wild Thing,2006-01-01,0,60,0.446,0.92,9,-4.228,1,0.183,0.754,0.0514,0.239,0.656,203.034
617BX2z1ctbswU1xjU3LRW,Nina Simone,I Wish I Knew How It Would Feel to Be Free,1998-07-28,47,60,0.654,0.483,10,-10.028,1,0.0509,0.709,0.0,0.102,0.604,120.673
3qitymULqEibr7yknRMKU4,Procol Harum,A Whiter Shade Of Pale,1967-05-12,0,60,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813
3NFScsiDPfCzKgQQUL0674,Gerry & The Pacemakers,Ferry Cross the Mersey - Stereo; 1997 Remaster,1965-02-01,55,60,0.396,0.286,6,-11.494,0,0.0283,0.548,8.51e-06,0.122,0.605,105.289
0byOqNZN9ailhoORv5Ps0Z,Simon & Garfunkel,I Am a Rock,1966-01-17,58,60,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898
6vcNJUWtUPB0hKC6VbZriY,Scott McKenzie,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,1967-07-16,63,60,0.525,0.52,7,-11.725,1,0.0271,0.538,0.00569,0.111,0.523,112.554
0i7O5MtSTXvR4BEY7stpjF,The McCoys,Hang On Sloopy,1995-06-06,55,60,0.765,0.516,7,-12.099,1,0.0334,0.167,0.0,0.0723,0.936,115.248
7xsH4s0GwIQUhId1AtPVZv,Marvin Gaye,How Sweet It Is (To Be Loved By You),1965-01-01,0,60,0.667,0.493,0,-10.107,1,0.0361,0.312,3.45e-06,0.0797,0.961,109.788
1WPqawIF9HCKfSOt7mN6X0,Martha Reeves & The Vandellas,Nowhere To Run,1965-01-01,61,60,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34
0PkBTqRtN25z3oKasWoKlj,Roy Orbison,Only the Lonely,1961,61,60,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273
