id,artist,title,release_date,popularity,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2pCwNrjm7IoAHAj2XqflCu,Elvis Presley,In the Ghetto,2007,51,60,0.446,0.411,10,-10.619,1,0.034,0.781,0.00472,0.107,0.454,87.018
73XQBWHSVLL1939hb8cQTm,The Seekers,Georgy Girl,1989-01-30,55,60,0.515,0.496,4,-7.446,1,0.0324,0.265,0.0,0.182,0.651,153.582
3c06k9x6MHHdPQi3ix68yF,The Lovin' Spoonful,Daydream,1966-03,57,60,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802
7arXVtGNJPa7aOHiKOeUsl,Mary Wells,My Guy - Single Version,2008-01-01,50,60,0.69,0.543,10,-8.686,1,0.0463,0.688,1.93e-06,0.162,0.927,126.459
47mA6f44zxLtdATOoY7GjN,Ray Charles,Georgia on My Mind - Original Master Recording,1960-09-01,62,60,0.138,0.399,7,-8.756,1,0.0311,0.782,3.65e-06,0.188,0.296,179.93
1pctwlBtIcKIjQMzsVcGHB,The Beatles,A Hard Day's Night - Remastered 2015,2000-11-13,56,60,0.546,0.818,0,-4.89,1,0.031,0.0487,0.0,0.0983,0.756,138.561
3VgrSJEKBRT3xmwzpaxxEF,Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,1963,61,60,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726
0zABw1PtGYHsU4VDpDZsra,The Searchers,Needles and Pins - Mono,1964-01-01,55,60,0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287
2v8B8d17Xxu9uLU5sNiHSL,Tom Jones,Delilah,1968-01-01,60,60,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82
4JchWgAG3RZmCLHcEGf9DZ,The Dixie Cups,Chapel of Love,1964,57,60,0.593,0.354,9,-10.269,1,0.0288,0.733,0.0,0.527,0.793,124.63
0SxFyA4FqmEQqZVuAlg8lf,Roberta Flack,The First Time Ever I Saw Your Face,1969,63,60,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653
3xsOtNxtBW0oTI1OWKAzTm,Dionne Warwick,Walk on By,1964,60,60,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605
0XnhQGfqfi5CnZXcONJuI5,The Young Rascals,Good Lovin' - Single Version,1966,56,60,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494
020D3XeiDAAfLQoxlOjRjs,Judy Collins,Both Sides Now,2017-09-19,37,60,0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686
7jeOETwLUP84mPQzxlD5nh,The Crystals,Then He Kissed Me,2011-02-22,58,60,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919
5q5q7yDHiVkBnaivsda4TN,Stevie Wonder,Uptight (Everything's Alright),1966-05-01,57,60,0.61,0.653,5,-9.956,0,0.0291,0.0287,0.0,0.135,0.833,133.403
0GjEhVFGZW8afUYGChu3Rr,ABBA,Dancing Queen,1976,79,70,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
6Xz7FeyE8HTP90HecgHV57,Yusuf / Cat Stevens,Wild World,1970-11-23,9,70,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867
38zsOOcu31XbbYj9BIPUF1,Elton John,Your Song,1970-04-10,77,70,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157
4Vn7TykT27PIygBiZjTR2s,Eagles,Hotel California - 2013 Remaster,2003-10-21,59,70,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
0oCT5rVvMdPPUm0bxG7yzT,Johnny Nash,I Can See Clearly Now,1972,59,70,0.683,0.53,2,-8.542,1,0.0601,0.41,7.43e-05,0.06,0.579,124.392
2JoZzpdeP2G6Csfdq5aLXP,Bee Gees,How Deep Is Your Love,1979-01-01,73,70,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938
18piene9mIdOJA2dura9LH,McFadden & Whitehead,Ain't No Stoppin' Us Now - Single Version,2016-09-16,40,70,0.721,0.743,1,-6.358,1,0.0525,0.0835,0.0,0.135,0.867,112.504
1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,1971-05-01,76,70,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169
6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,Wonderful Tonight,1977-11-01,74,70,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542
2TxCwUlqaOH3TIyJqGgR91,ABBA,Mamma Mia,1975,74,70,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547
064SVQsmWl5EF0zahmzkQk,The Bellamy Brothers,Let Your Love Flow,1976-07-01,69,70,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071
07GvNcU1WdyZJq3XxP0kZa,Fleetwood Mac,Go Your Own Way - 2004 Remaster,1977-02-04,74,70,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448
6rovOdp3HgK1DeAMYDzoA7,Rod Stewart,Maggie May,1971-05-18,72,70,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449
2DnJjbjNTV9Nd5NOa1KGba,Carly Simon,You're so Vain,1972,73,70,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186
6XUHsYE38CEbYunT983O9G,Supertramp,Give A Little Bit,1977-01-01,74,70,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767
7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,Listen to the Music,1972,75,70,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929
7MF7QAodbGzNYav5ZfIhAY,Gladys Knight & The Pips,Midnight Train to Georgia,1973,70,70,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006
46ou4l4zvrZMada0TgoVH9,ABBA,"Knowing Me, Knowing You",1976,0,70,0.55,0.741,2,-7.109,1,0.0299,0.0426,3.72e-06,0.235,0.903,107.327
7HW5WIw7ZgZORCzUxv5gW5,Elton John,Don't Go Breaking My Heart,1975-10-24,76,70,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459
6QhXQOpyYvbpdbyjgAqKdY,Simon & Garfunkel,Cecilia,1970-01-26,72,70,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762
4ZoBC5MhSEzuknIgAkBaoT,Billy Joel,My Life,1978-10-13,69,70,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097
4nuPrKithHbRJXuA9spwu4,Frankie Valli & The Four Seasons,"December, 1963 (Oh, What a Night)",1975,0,70,0.729,0.6,1,-9.527,1,0.0255,0.0663,7.86e-06,0.0382,0.964,104.414
1fDsrQ23eTAVFElUMaf38X,Don McLean,American Pie,1971,76,70,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45
6xdLJrVj4vIXwhuG8TMopk,Queen,Crazy Little Thing Called Love - Remastered 2011,1980-06-27,73,70,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015
683b4ikwa62JevCjwrmfg6,Van Morrison,Moondance - 2013 Remaster,1970-02,68,70,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409
2hdNya0b6Cc2YJ8IyaQIWp,Electric Light Orchestra,Livin' Thing,1976-09-01,68,70,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818
4BM8yJ0PzBi2ZewpMTOxtx,ABBA,Fernando,1976,66,70,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821
3gdewACMIVMEWVbyb8O9sY,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1972-05-19,80,70,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571
4yugZvBYaoREkJKtbG08Qr,Eagles,Take It Easy - 2013 Remaster,1972,76,70,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191
5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,She's Always a Woman,1977,70,70,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631
0wtHjEAzLYYyGuk2WtpGwS,Commodores,Easy,1995-01-01,58,70,0.576,0.432,10,-13.642,0,0.0314,0.233,0.00135,0.0743,0.348,132.144
0n2pjCIMKwHSXoYfEbYMfX,Stevie Wonder,You Are The Sunshine Of My Life,1972-10-28,69,70,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082
0HdcunWW5FsRqKr3lwJOIo,Genesis,Follow You Follow Me - Remastered 2007,1978-04-07,62,70,0.531,0.747,7,-9.368,1,0.0344,0.146,0.0722,0.07,0.761,93.559
2TVxnKdb3tqe1nhQWwwZCO,Elton John,Tiny Dancer,1971-11-05,77,70,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075
3vkQ5DAB1qQMYO4Mr9zJN6,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),1979,78,70,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528
6UkMcAA19lTdjs22jtB7o2,Joni Mitchell,Big Yellow Taxi,1970-03-01,68,70,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527
6Qb7gtV6Q4MnUjSbkFcopl,Paul Simon,50 Ways to Leave Your Lover,1975-10-25,67,70,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684
6yLIqXX9edg1x0HZS7cZEv,The Hollies,The Air That I Breathe - 2008 Remaster,1974-03-01,66,70,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792
6Rvlwah55rEmg1ufhBz022,Elton John,Goodbye Yellow Brick Road - Remastered 2014,1973-10-05,3,70,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227
2yBVeksU2EtrPJbTu4ZslK,The Doobie Brothers,What a Fool Believes,1978,69,70,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736
6vZZtivPrtpggT5SSXsYTy,Peter Gabriel,Solsbury Hill,1977,68,70,0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,0.463,102.378
3LcYYV9ozePfgYYmXv0P3r,James Taylor,Fire and Rain,1970,2,70,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064
6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel,Bridge Over Troubled Water,1970-01-26,70,70,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764
3uiMBldZ07pW0ySHDX5gzE,Wings,Silly Love Songs - Remastered 2014,1976-03-25,62,70,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95
52VIdyKqp1pJRSyUQaxKUA,Bread,Everything I Own,1972,67,70,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241
1K1nzhbKCNmrNXi9B07mPF,Neil Diamond,Forever In Blue Jeans,1978-12-16,64,70,0.706,0.39,9,-13.673,1,0.0324,0.0221,3.81e-05,0.0944,0.839,90.584
0UAJH0k4k3slcE83a9UGCe,The Kinks,Lola,1970-11-27,69,70,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113
70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man,1973-11-07,75,70,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734
1BvJmtaXsqtH438BcDPeBb,Elton John,Daniel,1973-01-22,65,70,0.688,0.477,0,-11.945,1,0.029,0.38,4.93e-05,0.0864,0.897,132.071
5BckPAYcKEJuYs1eV1BHHe,ABBA,Take A Chance On Me,1977,70,70,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064
3TQOqBFEKUEab8CO1pi5A8,Starland Vocal Band,Afternoon Delight,2004-01-01,0,70,0.491,0.439,5,-11.67,1,0.0301,0.529,0.0,0.102,0.808,147.062
5pkd9ib1RgbkAd1R9bIOCa,Neil Diamond,Cracklin' Rosie - Single Version,1970,63,70,0.562,0.503,1,-14.836,1,0.0335,0.319,0.0,0.163,0.846,127.827
1H4idkmruFoJBg1DvUv2tY,Wings,Band On The Run - Remastered 2010,1973-12-05,70,70,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966
6tunhVGD8C05MZNjSVIsjw,Albert Hammond,It Never Rains in Southern California,1972-08-16,62,70,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61
3lh3iiiJeiBXHSZw6u0kh6,Van Morrison,Into the Mystic - 2013 Remaster,1970-02,71,70,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204
6WCeFNVAXUtNczb7lqLiZU,Elton John,Crocodile Rock,1973-01-22,71,70,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91
1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,I Want You to Want Me,1977-09,70,70,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726
4wOKTOwGVrie2GIbCMEe7U,Neil Diamond,I Am...I Said - Single Version,1971-11-05,62,70,0.246,0.375,10,-14.409,1,0.0272,0.141,4.97e-06,0.109,0.511,90.53
1IqFh00G2kvvMm8pRMpehA,Janis Joplin,Me and Bobby McGee,1971-01-11,70,70,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405
714hERk9U1W8FMYkoC83CO,Hot Chocolate,You Sexy Thing,1975,70,70,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853
7zMUCLm1TN9o9JlLISztxO,Elvis Presley,Burning Love,1973-07-16,68,70,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549
5qxFudz7A6PGptviHsz4Yd,John Denver,Annie's Song,1974,0,70,0.325,0.308,2,-11.503,1,0.0297,0.92,0.00603,0.441,0.447,147.117
0VNzEY1G4GLqcNx5qaaTl6,Don McLean,Vincent,1971,68,70,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509
1QEEqeFIZktqIpPI4jSVSF,Boston,More Than a Feeling,1976,78,70,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789
4etJ8NpS7YJ6vViV2UEJit,Carole King,It's Too Late,2010-04-27,42,70,0.698,0.446,9,-12.719,0,0.0284,0.494,0.0054,0.177,0.788,104.265
6hTcuIQa0sxrrByu9wTD7s,Bruce Springsteen,Born to Run,1975-08-25,71,70,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347
4IU1RL4BKvFyXtbTwaHAvW,America,Ventura Highway,1972-01-01,68,70,0.673,0.581,2,-10.205,1,0.029,0.223,0.000206,0.063,0.818,130.771
1f4iVGDitHYMVBaoc9GXO2,Captain & Tennille,Love Will Keep Us Together,1977-01-01,47,70,0.681,0.484,4,-13.67,1,0.0348,0.317,0.0,0.121,0.923,129.733
0HOrDVS349XFcpCYsO2hAP,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,1974,70,70,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392
3Bh6uInhcVBVvLraGZdkKD,Creedence Clearwater Revival,Who'll Stop The Rain,1970-07-25,68,70,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566
3M5eeHXgG4VplKNcsBC8Dj,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",1970-08-01,1,70,0.67,0.619,0,-10.365,0,0.0323,0.0514,0.0,0.0492,0.807,108.826
0bRXwKfigvpKZUurwqAlEh,Bill Withers,Lovely Day,1977-10-29,74,70,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923
76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,The Boxer,1970-01-26,69,70,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017
0w4s0d8Qtu0K8dyMcB2tw1,Hues Corporation,Rock the Boat,1974-11-01,50,70,0.622,0.707,3,-8.826,1,0.0717,0.0641,0.0,0.0638,0.725,107.352
4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,Long Train Runnin',1973,72,70,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399
2SpEHTbUuebeLkgs9QB7Ue,Dolly Parton,Jolene,1974-02-04,71,70,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578
3FGcQkWQlkeB82RdZwlw8V,Exile,Kiss You All Over,1983,55,70,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.497,102.428
5Wj1rJnCLpMHdLaxsFtJLs,Elton John,Bennie And The Jets - Remastered 2014,1973-10-05,73,70,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642
0KMGxYKeUzK9wc5DZCt3HT,Chicago,If You Leave Me Now,1976-06-14,73,70,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183
4pNiE4LCVV74vfIBaUHm1b,Stevie Wonder,Sir Duke,1976-09-28,70,70,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938
3M8FzayQWtkvOhqMn2V4T2,Bill Withers,Lean on Me,1972-05-01,70,70,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143
6H7nDglS6xWpRidbhMwI2L,Dolly Parton,Here You Come Again,1977-10-03,64,70,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898
6k5QsifpMWtY5ilnzBZ0u4,The Hollies,He Ain't Heavy He's My Brother - 1998 Remaster,1970-11-01,60,70,0.304,0.421,7,-7.769,1,0.0293,0.46,4.03e-05,0.163,0.216,75.928
6iXQrhhgBisdfvS34EMTZ3,Barry Manilow,Mandy,1974,67,70,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734
28285KFbyCq8sJofn58qlD,The O'Jays,Love Train,1972-01-01,69,70,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658
19Shlms2uTnOjIUg50TXzd,Fleetwood Mac,Never Going Back Again - 2004 Remaster,1977-02-04,68,70,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083
0z1MCtPlHy0x1g0XojaduR,James Taylor,Your Smiling Face,2013-10-29,47,70,0.682,0.509,1,-11.887,1,0.0784,0.146,5.02e-06,0.0886,0.605,88.934
49RUdNvwSiUTC8fBh4KKoC,Marvin Hamlisch,Nobody Does It Better,1977-01-01,58,70,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66e-06,0.202,0.338,135.384
1Ryxsiacu8pUXIMCVnIQ8J,Bob Seger,Still The Same,1978-05-05,63,70,0.709,0.767,0,-6.732,1,0.0283,0.405,0.000172,0.0592,0.557,115.64
3BqqF8suAIzW8655yJfcvh,Yusuf / Cat Stevens,Morning Has Broken,1971-01-01,68,70,0.424,0.321,7,-13.162,1,0.0312,0.622,0.0196,0.0903,0.405,133.126
4N0TP4Rmj6QQezWV88ARNJ,Stevie Wonder,Superstition,1972-10-28,72,70,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625
0LoQuiekvzqx7n8flgEKzF,T. Rex,Get It On,1971-09-24,69,70,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59
4t0Pj3iBnSCZv5pDEPNmzG,Bee Gees,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",1975-06-01,62,70,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911
01UYpHuzHi4eB9PAbDoPY2,Seals and Crofts,Summer Breeze,1972,66,70,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718
1UiKUFbCfgbVjwY8W657Pv,Dr. Hook,When You're In Love With A Beautiful Woman,1978,62,70,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623
2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,Layla,1970-11-01,74,70,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669
1HOMkjp0nHMaTnfAkslCQj,The Knack,My Sharona,1979-01-01,72,70,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245
77bNe6jYY8yHdP7orXrz5I,Dolly Parton,I Will Always Love You,1974,56,70,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724
72ahyckBJfTigJCFCviVN7,Electric Light Orchestra,Don't Bring Me Down,1979-05-31,72,70,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692
5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,1975-07-11,76,70,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375
1I7zHEdDx8Ny5RxzYPqsU2,Steely Dan,Reelin' In The Years,1972-01-01,71,70,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437
2ozTcQyZQmm9tSmc4VZfwU,Neil Sedaka,Laughter In The Rain,2007-04-24,64,70,0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535
2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,Right Down the Line,1978,65,70,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226
6gTrbqZnyljwXdYQTyBkSx,Leo Sayer,You Make Me Feel Like Dancing - Remastered,1976,59,70,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922
2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,1970-12-07,77,70,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109
34b3a3Pz9Jlz0092LMyNAB,Marvin Gaye,What's Going On,1971-05-21,7,70,0.265,0.824,1,-5.654,0,0.0991,0.0991,0.0,0.359,0.811,203.206
63xdwScd1Ai1GigAwQxE8y,Al Green,Let's Stay Together,1972,73,70,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985
5uRkew0DtfAQmv0oEYNwFF,Todd Rundgren,I Saw the Light - 2015 Remaster,1972,61,70,0.504,0.673,0,-11.834,0,0.0336,0.214,2.29e-06,0.171,0.581,120.418
0UOxp1BpnD8uPQMKU4wKjz,Eric Clapton,I Shot The Sheriff,1974-07-01,65,70,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395
7JFoeg0arawADjGcz9gBnq,The Boomtown Rats,I Don't Like Mondays,1979,63,70,0.464,0.46,11,-6.874,1,0.0393,0.717,0.0,0.151,0.476,143.603
61UuPxxYUvacEH6SHIK3sU,The Rolling Stones,Brown Sugar - 2009 Mix,1971-04-23,70,70,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606
5Vrczz39CvlD3OGCa6utoA,Frankie Valli,Grease - 2007 Remaster,1978,63,70,0.82,0.464,11,-8.45,1,0.0481,0.156,0.0,0.101,0.872,109.374
1Q1b8eVkUPGlpSArl8JAVw,Neil Young,Heart of Gold - 2009 Remaster,1972-02-14,72,70,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165
0d8U9eJajtUmiJVXbIO624,Crystal Gayle,Don't It Make My Brown Eyes Blue,2007-01-01,49,70,0.675,0.49,6,-7.818,1,0.0395,0.714,0.000313,0.113,0.353,84.409
2M2WJ7gBlcKNxdhyfPp9zY,The Emotions,Best of My Love,1977-06-10,67,70,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443
6mHOcVtsHLMuesJkswc0GZ,Supertramp,The Logical Song - Remastered 2010,1979-03-29,72,70,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719
6AplSHtiSr0cqimR27ghdV,Stevie Wonder,We Can Work It Out,1970-08-01,0,70,0.619,0.574,8,-9.775,1,0.0328,0.0805,0.0,0.0948,0.766,105.35
5p3JunprHCxClJjOmcLV8G,Lou Reed,Walk On the Wild Side,1972-12-01,73,70,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522
2BstRQGodshjGpeDGQiNgo,Steely Dan,Do It Again,1972-01-01,69,70,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574
3Dy4REq8O09IlgiwuHQ3sk,ABBA,Waterloo,1974,70,70,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604
1BvpeiApX8qhof8Pmi3YlH,Ace Frehley,New York Groove,1978-01-01,59,70,0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085
1Ehdm1PDlKrdfyBsjwEvd1,Carpenters,Top Of The World,1972,66,70,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
4ztwMHfPZhPoruZdBbgriM,Commodores,Three Times A Lady,1985,55,70,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503
6RANU8AS5ICU5PEHh8BYtH,Stevie Wonder,Isn't She Lovely,1976-09-28,66,70,0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679
52dm9op3rbfAkc1LGXgipW,The Rolling Stones,Wild Horses - 2009 Mix,1971-04-23,70,70,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506
0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,1977-02-04,83,70,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
1B5Tp2Ml9nLlmTSJx8xVfI,Elvis Presley,Always On My Mind,1973-07-16,65,70,0.358,0.387,7,-14.342,1,0.0324,0.746,0.0121,0.119,0.495,181.183
0EA8k9iH93YEJFaBuRt7Tc,Suzi Quatro,Stumblin' In - 2017 Remaster,1978-08-12,61,70,0.761,0.723,7,-10.549,1,0.0313,0.126,0.000292,0.345,0.923,129.269
3D15FZXmjfna7aFfKmEajd,Elton John,Are You Ready For Love? - Remastered,2017-11-10,64,70,0.803,0.748,2,-5.221,1,0.0314,0.254,0.00212,0.113,0.752,116.532
0ywn1mAGr0E8N5p32JwuHB,England Dan & John Ford Coley,I'd Really Love to See You Tonight - 2012 Remaster,2012-11-16,47,70,0.578,0.767,5,-4.654,1,0.0314,0.195,0.0,0.168,0.666,118.938
7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,American Girl,1976-11-09,74,70,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512
